Feature,Importance
nG12FAHRing,272.4373016357422
fragCpx,271.46010303497314
ZMIC0,270.5747814178467
AATS0se,269.94751930236816
nFAHRing,269.3554000854492
Vabc,266.13957023620605
MPC4,264.6449317932129
ATS2Z,263.7290496826172
ATS8p,262.86480140686035
mZagreb2,262.7281017303467
WPath,262.270001411438
C2SP3,260.7863998413086
NssCH2,260.2829999923706
ATS2i,260.0484981536865
SRW10,259.73755073547363
ATS5are,259.1458988189697
VE2_Dzi,258.58240127563477
ATS1v,257.4390001296997
ATS8Z,257.39789867401123
ATS7d,256.20009899139404
Mpe,255.87155151367188
AATS0pe,255.18120002746582
SddssS,253.00166130065918
ETA_dAlpha_B,252.5187282562256
Xc-4dv,250.6912202835083
Xp-6d,250.32590198516846
ATS4are,249.77466869354248
ETA_eta,248.9496030807495
SRW06,247.59602069854736
MPC10,245.78258800506592
SpDiam_Dzv,245.54440784454346
MWC10,244.28861808776855
n9FaHRing,244.08970069885254
ATS4v,244.00728034973145
MPC6,242.9493989944458
nH,242.61047172546387
MWC04,241.2745018005371
n10FaHRing,236.1389398574829
ATS3are,230.3615026473999
MW,230.20164966583252
NsssCH,228.8504695892334
ATS0i,225.70365142822266
ETA_dAlpha_A,225.04664421081543
Xp-3d,224.71440982818604
ATS7are,222.64739894866943
Diameter,222.13389778137207
ATS8are,221.74159908294678
GGI1,221.30005931854248
ETA_beta_s,220.18628978729248
LogEE_Dzse,219.4047031402588
ATS1d,219.05370330810547
VE3_D,216.9573974609375
ATS6p,216.95253086090088
TMPC10,216.47969913482666
SM1_Dzse,213.4926996231079
ATS5d,213.238299369812
ATS0d,212.09089851379395
NaaaC,210.6702995300293
ATS6v,208.23459720611572
SpAbs_Dzpe,206.44340133666992
SsF,206.20029067993164
ATS3se,205.53944873809814
SdssS,205.03744888305664
ETA_dPsi_B,201.50636196136475
naHRing,198.0711488723755
Xp-1dv,197.13334941864014
ATS2v,197.07444858551025
ATS5v,196.45418167114258
SpDiam_Dzi,196.42240142822266
ETA_eta_R,194.02180004119873
VR2_Dzp,191.5478401184082
n5AHRing,191.3109006881714
SlogP_VSA7,188.9620008468628
nS,187.2005796432495
ATS4p,184.88211727142334
nHRing,182.4984188079834
nBondsM,181.99830055236816
C3SP3,181.0610990524292
ATS0are,178.7742805480957
MWC09,178.31783199310303
nAHRing,178.17457103729248
Xch-4dv,177.30553913116455
SssssB,176.0706024169922
ABCGG,174.56874084472656
ATS3v,173.97313117980957
SZ,173.32711029052734
ATS0se,172.88242053985596
MWC07,172.33970165252686
LogEE_Dzi,172.2278003692627
ATS0v,170.52383041381836
ATS7se,167.43783855438232
ATS8v,164.45450115203857
ATS1are,164.38730144500732
SpAbs_Dzp,164.21880054473877
SpDiam_DzZ,161.964599609375
NaaCH,161.47869968414307
NaaNH,157.53569889068604
nARing,151.5896406173706
WPol,149.1984405517578
n5ARing,146.48689937591553
ATS1se,145.32379913330078
VE2_DzZ,144.50740242004395
ATS4pe,143.78326988220215
n8FHRing,143.00450038909912
MWC03,142.7037992477417
NdsCH,142.61530113220215
Mare,141.73862838745117
ATS2are,141.62370109558105
MPC5,140.37911987304688
Xp-2d,137.56869983673096
NaaS,136.53539848327637
nHBDon,135.94218921661377
TIC4,135.82399940490723
LogEE_Dzv,135.81899738311768
n6AHRing,135.70266914367676
VE2_Dzare,133.20541954040527
Sp,133.0417995452881
LogEE_DzZ,131.2814016342163
TIC3,130.43370151519775
nFHRing,128.942289352417
ATS4se,128.8957977294922
MWC06,127.86729907989502
ATS2se,127.18639945983887
SpMAD_Dzm,127.1451005935669
NsCH3,126.45576858520508
ATS7v,126.35776805877686
Sm,126.29799938201904
LogEE_Dzare,125.60440063476562
SpMAD_Dzpe,124.57150077819824
Mse,124.24619960784912
MPC3,123.50869750976562
Xch-4d,122.41660022735596
n9FARing,122.07347011566162
SRW08,117.63059997558594
Sv,116.65689945220947
SdCH2,115.7807092666626
NsOH,113.6983995437622
VMcGowan,113.51768970489502
ATS6pe,112.72720146179199
ATS1pe,111.7327995300293
ATS5se,111.40829849243164
n6ARing,109.49486064910889
SpAD_A,108.74459934234619
ATS8pe,105.88469982147217
NssO,105.42642116546631
TIC5,105.38022136688232
NdO,104.92290115356445
SMR_VSA2,104.8818998336792
n5Ring,102.48850059509277
ATS0pe,101.78229999542236
NssNH,101.20529842376709
TMWC10,101.1855001449585
C4SP3,100.7608003616333
nBondsKS,100.46310043334961
ATS7pe,99.19459915161133
MWC08,98.82256031036377
n9FHRing,97.26023960113525
MWC05,94.41939926147461
SdNH,94.13484001159668
nG12Ring,93.77099895477295
nB,93.43739795684814
SRW05,93.0364990234375
LabuteASA,92.84569931030273
SpDiam_Dzpe,92.19320011138916
nFaHRing,92.12060070037842
Xch-3d,91.59967041015625
NaasN,90.80670166015625
VE2_Dzp,89.39540004730225
ATS5pe,87.1709976196289
SpDiam_Dzare,82.88210010528564
SpAD_Dzp,82.75719928741455
ATS2pe,80.71943950653076
nG12FARing,79.28430080413818
ATS3pe,78.53550148010254
SpAD_DzZ,78.29610061645508
nG12FaRing,77.85980033874512
nFaRing,77.80921936035156
nAcid,76.03929901123047
MWC02,75.63010025024414
SpAbs_Dzv,74.3598985671997
NssssB,72.95810127258301
n4AHRing,72.01460075378418
VR2_DzZ,71.81089973449707
nAtom,69.33682918548584
VE1_Dzv,69.15640068054199
VR2_Dzi,68.03140068054199
ETA_eta_RL,67.69709968566895
SpDiam_Dzse,66.2465009689331
MID,66.21230030059814
n10FARing,64.23849964141846
Si,64.02579879760742
VE1_Dzi,63.15369987487793
n12FHRing,62.993600845336914
n10FRing,62.06029987335205
nG12FRing,61.7659215927124
n9FRing,61.549299240112305
nG12AHRing,60.65551948547363
nFARing,60.18380069732666
nG12ARing,59.55579853057861
VR1_Dzp,57.89940071105957
n9FAHRing,56.907090187072754
NsssB,56.57639980316162
MPC2,56.4689998626709
VR2_Dzse,55.39350128173828
NtsC,55.01704025268555
nSpiro,54.83069896697998
Xp-0d,54.608099937438965
ATS1i,54.55150032043457
Mm,54.47119903564453
VR1_Dzi,53.44250011444092
MWC01,52.10114002227783
nFRing,51.52946949005127
VR2_D,50.38659954071045
nC,46.602890968322754
VR3_DzZ,45.93209934234619
Sare,45.79280090332031
VR1_DzZ,45.64850044250488
VR2_Dzare,43.51580047607422
nHetero,43.4276008605957
n8FAHRing,42.22659969329834
VE3_DzZ,41.86470031738281
C1SP1,41.49315929412842
NaaO,41.468899726867676
ABC,41.45199966430664
NsCl,40.32830047607422
n7ARing,39.92569923400879
SpDiam_Dzm,39.07499980926514
n4ARing,39.068421363830566
LogEE_Dzpe,38.44900035858154
nBonds,38.23810005187988
StCH,37.347999572753906
VR2_Dzv,36.389400482177734
SRW04,36.33969974517822
LogEE_Dzm,36.2475004196167
VE1_DzZ,36.142099380493164
n10FaRing,36.0813102722168
VR1_Dzare,34.27779960632324
VR1_Dzpe,34.124900817871094
VE1_Dzp,33.77250003814697
LogEE_A,33.44029998779297
Radius,33.38800048828125
nG12HRing,32.79349899291992
VE3_Dzp,30.558399200439453
n10FHRing,30.06589984893799
Lipinski,29.642000198364258
NsssN,28.737799644470215
SssssSi,28.59869956970215
NsBr,27.615700721740723
NssssC,27.068900108337402
Xch-3dv,26.110000610351562
SpAD_Dzv,22.667800903320312
SpAbs_DzZ,22.585729598999023
SsSH,21.604100227355957
n8AHRing,21.234399795532227
n6FARing,20.399380683898926
nO,17.752649307250977
SpAbs_Dzi,17.43320083618164
SpAbs_Dzm,16.29640007019043
SRW03,16.184799194335938
Sse,16.097200393676758
VR3_Dzare,15.898500442504883
n7FARing,15.74899959564209
n4Ring,15.464900016784668
n8FaHRing,15.027000427246094
VR3_Dzi,14.984700202941895
VR3_D,14.921799659729004
VR1_Dzse,14.746299743652344
VE3_Dzv,14.627799987792969
SpAD_Dzare,14.534500122070312
VR1_Dzv,13.990099906921387
Spe,13.367600440979004
n12FRing,12.86299991607666
VE3_Dzpe,12.209199905395508
NsNH2,12.151599884033203
NdNH,11.594900131225586
VE1_Dzse,11.542499542236328
n8FARing,11.464500427246094
n5aRing,11.173100471496582
VR1_D,10.668000221252441
n7FHRing,10.584400177001953
SdsssP,10.326700210571289
VE1_Dzare,10.197799682617188
SpAbs_Dzare,9.919400215148926
nHeavyAtom,9.18772029876709
VE3_Dzi,9.113670349121094
